Date,TransactionID,Quantity,UnitPrice,StoreLocation,PaymentType,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,CustomerID,StaffID,WeatherID,ProductID
2023-01-10 17:00:00,234,4,18.004002025278254,South,Online,28,Online Order,Tuesday,72.01600810111302,234,234,207,18
2023-01-10 18:00:00,235,5,11.809202721625356,North,Online,38,In Store,Tuesday,59.04601360812678,235,235,208,13
2023-01-10 19:00:00,236,5,17.3214798746389,West,Cash,51,Online Order,Tuesday,86.6073993731945,236,236,209,10
2023-01-10 20:00:00,237,5,13.319860220526431,North,Cash,54,Online Order,Tuesday,66.59930110263217,237,237,9,12
2023-01-10 21:00:00,238,2,14.556362556213577,East,Cash,53,Phone Order,Tuesday,29.11272511242715,238,238,210,8
2023-01-10 22:00:00,239,3,12.89417690507304,East,Online,46,In Store,Tuesday,38.68253071521912,239,239,211,18
2023-01-10 23:00:00,240,5,11.947590751270129,South,Cash,50,In Store,Tuesday,59.73795375635064,240,240,212,18
2023-01-11 00:00:00,241,5,8.51980162663774,East,Credit Card,51,Phone Order,Wednesday,42.599008133188704,241,241,213,12
2023-01-11 01:00:00,242,2,9.547910891915691,North,Credit Card,28,Online Order,Wednesday,19.095821783831383,242,242,214,16
2023-01-11 02:00:00,243,2,9.349551784154135,East,Online,41,Online Order,Wednesday,18.69910356830827,243,243,215,3
2023-01-11 03:00:00,244,5,13.44933396430722,North,Cash,33,In Store,Wednesday,67.2466698215361,244,244,216,15
2023-01-11 04:00:00,245,1,6.799305395358349,South,Credit Card,45,Phone Order,Wednesday,6.799305395358349,245,245,217,11
2023-01-11 05:00:00,246,5,18.751875360535028,South,Online,23,Phone Order,Wednesday,93.75937680267512,246,246,218,18
2023-01-11 06:00:00,247,5,15.8098271792467,North,Cash,52,Online Order,Wednesday,79.0491358962335,247,247,219,13
2023-01-11 07:00:00,248,2,11.021684463697904,East,Credit Card,31,Online Order,Wednesday,22.04336892739581,248,248,220,3
2023-01-11 08:00:00,249,2,7.379362167895669,South,Cash,33,Phone Order,Wednesday,14.75872433579134,249,249,221,18
2023-01-11 09:00:00,250,5,18.229882545824537,West,Online,58,In Store,Wednesday,91.14941272912267,250,250,7,3
2023-01-11 10:00:00,251,5,17.356671351517477,South,Cash,18,Online Order,Wednesday,86.78335675758738,251,251,7,4
2023-01-11 11:00:00,252,5,15.82582329075769,East,Online,25,Phone Order,Wednesday,79.12911645378844,252,252,222,17
2023-01-11 12:00:00,253,2,9.073205711168637,West,Cash,36,Phone Order,Wednesday,18.146411422337277,253,253,223,14
2023-01-11 13:00:00,254,5,11.036699561505037,East,Credit Card,18,Phone Order,Wednesday,55.18349780752517,254,254,224,10
2023-01-11 14:00:00,255,5,6.54122378678635,North,Online,31,In Store,Wednesday,32.70611893393175,255,255,225,13
2023-01-11 15:00:00,256,4,7.835592870912976,West,Online,22,Online Order,Wednesday,31.342371483651903,256,256,226,8
2023-01-11 16:00:00,257,1,16.745249559750995,East,Online,48,Online Order,Wednesday,16.745249559750995,257,257,227,3
2023-01-11 17:00:00,258,3,15.725580782760256,West,Cash,25,Online Order,Wednesday,47.17674234828077,258,258,228,12
2023-01-11 18:00:00,259,1,13.90228644463902,East,Cash,45,In Store,Wednesday,13.90228644463902,259,259,229,13
2023-01-11 19:00:00,260,4,18.435900888892597,West,Credit Card,25,Online Order,Wednesday,73.74360355557037,260,260,230,9
2023-01-11 20:00:00,261,3,13.74899776719568,East,Online,52,Online Order,Wednesday,41.24699330158704,261,261,231,9
2023-01-11 21:00:00,262,5,12.00451999945416,North,Online,35,Online Order,Wednesday,60.0225999972708,262,262,232,6
2023-01-11 22:00:00,263,4,10.10556119458644,West,Cash,44,Online Order,Wednesday,40.42224477834576,263,263,233,6
2023-01-11 23:00:00,264,5,19.106727586042588,West,Cash,24,In Store,Wednesday,95.53363793021292,264,264,234,1
2023-01-12 00:00:00,265,2,6.240731922865303,West,Credit Card,40,Phone Order,Thursday,12.481463845730604,265,265,235,4
2023-01-12 01:00:00,266,4,18.963310580912125,West,Credit Card,41,Phone Order,Thursday,75.8532423236485,266,266,7,14
2023-01-12 02:00:00,267,2,17.400719898965274,North,Cash,22,Online Order,Thursday,34.80143979793055,267,267,236,18
2023-01-12 03:00:00,268,4,6.94894886803552,West,Online,53,Online Order,Thursday,27.79579547214208,268,268,237,5
2023-01-12 04:00:00,269,4,13.474765365128803,South,Credit Card,22,Online Order,Thursday,53.89906146051521,269,269,238,16
2023-01-12 05:00:00,270,2,17.998219726236304,North,Cash,22,In Store,Thursday,35.99643945247261,270,270,239,18
2023-01-12 06:00:00,271,3,13.577137454107303,South,Cash,48,Online Order,Thursday,40.73141236232192,271,271,240,15
2023-01-12 07:00:00,272,1,18.607997323409336,West,Online,30,In Store,Thursday,18.607997323409336,272,272,241,16
2023-01-12 08:00:00,273,5,19.14475725224064,East,Cash,55,Online Order,Thursday,95.7237862612032,273,273,242,1
2023-01-12 09:00:00,274,4,11.335767832764589,South,Cash,27,Online Order,Thursday,45.343071331058354,274,274,243,13
2023-01-12 10:00:00,275,5,10.659704921094852,West,Credit Card,37,Phone Order,Thursday,53.29852460547427,275,275,244,10
2023-01-12 11:00:00,276,2,19.04481730953735,South,Cash,26,Online Order,Thursday,38.0896346190747,276,276,245,2
2023-01-12 12:00:00,277,5,15.127100917245022,West,Cash,41,In Store,Thursday,75.63550458622511,277,277,246,12
2023-01-12 13:00:00,278,2,6.74034022022254,West,Credit Card,36,Phone Order,Thursday,13.48068044044508,278,278,247,12
2023-01-12 14:00:00,279,5,5.634376238340218,West,Online,46,In Store,Thursday,28.17188119170109,279,279,248,8
2023-01-12 15:00:00,280,1,13.469435764958948,East,Online,41,Phone Order,Thursday,13.469435764958948,280,280,249,14
2023-01-12 16:00:00,281,1,18.952564481576367,South,Credit Card,16,In Store,Thursday,18.952564481576367,281,281,250,6
2023-01-12 17:00:00,282,1,17.663730536087275,North,Credit Card,59,Phone Order,Thursday,17.663730536087275,282,282,3,5
2023-01-12 18:00:00,283,1,15.137716196965046,North,Online,47,In Store,Thursday,15.137716196965046,283,283,251,10
2023-01-12 19:00:00,284,1,7.086737733366313,North,Online,40,In Store,Thursday,7.086737733366313,284,284,252,16
2023-01-12 20:00:00,285,1,8.813470756230434,North,Online,42,Online Order,Thursday,8.813470756230434,285,285,3,18
2023-01-12 21:00:00,286,2,18.13266839828924,West,Online,33,Phone Order,Thursday,36.26533679657848,286,286,253,2
2023-01-12 22:00:00,287,4,7.742108549853507,South,Online,57,Phone Order,Thursday,30.968434199414027,287,287,254,14
2023-01-12 23:00:00,288,5,9.176591123756518,South,Credit Card,19,Online Order,Thursday,45.88295561878259,288,288,255,1
2023-01-13 00:00:00,289,1,6.944009767931629,East,Cash,47,In Store,Friday,6.944009767931629,289,289,256,4
2023-01-13 01:00:00,290,2,15.141623471216167,South,Online,34,In Store,Friday,30.28324694243233,290,290,257,17
2023-01-13 02:00:00,291,2,19.159734580448145,South,Online,44,Phone Order,Friday,38.31946916089629,291,291,258,12
2023-01-13 03:00:00,292,2,9.03452047393079,South,Cash,59,In Store,Friday,18.06904094786158,292,292,259,14
2023-01-13 04:00:00,293,4,12.131099117751106,East,Cash,22,Phone Order,Friday,48.52439647100442,293,293,260,10
2023-01-13 05:00:00,294,5,14.515096095668063,North,Cash,52,Phone Order,Friday,72.57548047834032,294,294,261,2
2023-01-13 06:00:00,295,4,19.991993723234454,South,Cash,31,In Store,Friday,79.96797489293783,295,295,262,7
2023-01-13 07:00:00,296,3,6.572120974963582,East,Cash,58,In Store,Friday,19.716362924890745,296,296,9,9
2023-01-13 08:00:00,297,2,12.478561992585638,East,Cash,15,In Store,Friday,24.957123985171275,297,297,7,15
2023-01-13 09:00:00,298,3,10.776801798537502,West,Credit Card,17,Online Order,Friday,32.3304053956125,298,298,263,9
2023-01-13 10:00:00,299,1,17.987302478335327,East,Cash,40,Phone Order,Friday,17.987302478335327,299,299,264,18
2023-01-13 11:00:00,300,1,12.13951596517484,North,Cash,45,In Store,Friday,12.13951596517484,300,300,265,15
2023-01-13 12:00:00,301,4,6.664662868777222,South,Credit Card,22,Online Order,Friday,26.658651475108886,301,301,266,12
2023-01-13 13:00:00,302,5,14.516362179298754,East,Cash,57,In Store,Friday,72.58181089649378,302,302,267,10
2023-01-13 14:00:00,303,3,16.561709273958197,North,Online,22,Phone Order,Friday,49.68512782187459,303,303,268,8
2023-01-13 15:00:00,304,5,5.0432187749842186,East,Online,49,Online Order,Friday,25.216093874921093,304,304,269,11
2023-01-13 16:00:00,305,4,17.884350281309445,East,Cash,53,Phone Order,Friday,71.53740112523778,305,305,270,3
2023-01-13 17:00:00,306,1,7.790345000084985,East,Credit Card,42,In Store,Friday,7.790345000084985,306,306,271,5
2023-01-13 18:00:00,307,5,13.281040469800669,East,Online,18,In Store,Friday,66.40520234900335,307,307,272,17
2023-01-13 19:00:00,308,5,11.236962510311752,East,Credit Card,30,In Store,Friday,56.18481255155877,308,308,273,18
2023-01-13 20:00:00,309,1,15.794807249157955,North,Online,27,Online Order,Friday,15.794807249157955,309,309,274,17
2023-01-13 21:00:00,310,3,10.567424221786126,South,Cash,34,Online Order,Friday,31.70227266535838,310,310,9,4
2023-01-13 22:00:00,311,1,18.046447650225662,South,Credit Card,19,Online Order,Friday,18.046447650225662,311,311,275,7
2023-01-13 23:00:00,312,5,15.957445414381851,South,Credit Card,51,Online Order,Friday,79.78722707190927,312,312,276,2
2023-01-14 00:00:00,313,3,14.715697565943822,South,Credit Card,34,In Store,Saturday,44.14709269783147,313,313,9,5
2023-01-14 01:00:00,314,3,16.943608933442814,North,Online,38,In Store,Saturday,50.83082680032844,314,314,277,18
2023-01-14 02:00:00,315,1,16.310345523925733,West,Online,50,In Store,Saturday,16.310345523925733,315,315,9,1
2023-01-14 03:00:00,316,5,5.5390801238233,West,Online,48,Online Order,Saturday,27.6954006191165,316,316,278,4
2023-01-14 04:00:00,317,4,10.921015307672423,North,Cash,59,Online Order,Saturday,43.68406123068969,317,317,279,5
2023-01-14 05:00:00,318,5,18.962109459747342,North,Online,48,In Store,Saturday,94.81054729873674,318,318,280,14
2023-01-14 06:00:00,319,2,6.885864034883394,East,Cash,33,In Store,Saturday,13.771728069766787,319,319,281,2
2023-01-14 07:00:00,320,4,16.05644825648077,East,Credit Card,31,Online Order,Saturday,64.22579302592308,320,320,282,11
2023-01-14 08:00:00,321,3,19.618877170029947,East,Credit Card,19,Phone Order,Saturday,58.85663151008984,321,321,283,7
2023-01-14 09:00:00,322,4,5.782979435674575,South,Cash,39,In Store,Saturday,23.1319177426983,322,322,284,12
2023-01-14 10:00:00,323,3,15.232908209399158,East,Online,32,In Store,Saturday,45.69872462819748,323,323,285,15
2023-01-14 11:00:00,324,3,12.022312119515457,West,Cash,22,In Store,Saturday,36.06693635854637,324,324,286,14
2023-01-14 12:00:00,325,4,13.687628830620833,South,Credit Card,41,Online Order,Saturday,54.75051532248333,325,325,287,17
2023-01-14 13:00:00,326,3,6.280120047264873,East,Credit Card,29,In Store,Saturday,18.84036014179462,326,326,288,4
2023-01-14 14:00:00,327,3,5.6451042780040925,South,Cash,59,In Store,Saturday,16.93531283401228,327,327,289,18
2023-01-14 15:00:00,328,2,15.002999908263826,West,Online,27,In Store,Saturday,30.00599981652765,328,328,290,1
2023-01-14 16:00:00,329,5,17.349641447310766,East,Online,30,In Store,Saturday,86.74820723655384,329,329,291,7
2023-01-14 17:00:00,330,5,16.73023002399451,West,Cash,36,In Store,Saturday,83.65115011997254,330,330,292,14
2023-01-14 18:00:00,331,2,13.15708591799356,West,Cash,34,Phone Order,Saturday,26.31417183598712,331,331,293,11
2023-01-14 19:00:00,332,4,6.498002317042673,West,Online,27,Phone Order,Saturday,25.99200926817069,332,332,294,7
2023-01-14 20:00:00,333,1,15.320666657540208,East,Credit Card,34,In Store,Saturday,15.320666657540208,333,333,295,9
2023-01-14 21:00:00,334,1,8.628333253312189,North,Cash,16,In Store,Saturday,8.628333253312189,334,334,296,12
2023-01-14 22:00:00,335,1,18.666030541510757,East,Online,49,In Store,Saturday,18.666030541510757,335,335,297,11
2023-01-14 23:00:00,336,2,17.573980393185572,West,Online,33,In Store,Saturday,35.147960786371144,336,336,298,14
2023-01-15 00:00:00,337,2,15.640744506310863,East,Credit Card,59,Online Order,Sunday,31.281489012621726,337,337,299,16
2023-01-15 01:00:00,338,3,19.23268933746696,West,Credit Card,51,Online Order,Sunday,57.69806801240088,338,338,300,8
2023-01-15 02:00:00,339,1,5.471327322669094,North,Credit Card,20,Online Order,Sunday,5.471327322669094,339,339,301,14
2023-01-15 03:00:00,340,4,16.043006375911432,South,Credit Card,28,Phone Order,Sunday,64.17202550364573,340,340,302,5
2023-01-15 04:00:00,341,4,9.95364169004608,North,Credit Card,18,In Store,Sunday,39.81456676018432,341,341,303,7
2023-01-15 05:00:00,342,1,18.59098828529548,North,Cash,36,Online Order,Sunday,18.59098828529548,342,342,304,8
2023-01-15 06:00:00,343,1,9.000127949929663,South,Online,53,In Store,Sunday,9.000127949929663,343,343,305,10
2023-01-15 07:00:00,344,1,15.872847489725256,East,Cash,50,In Store,Sunday,15.872847489725256,344,344,306,1
2023-01-15 08:00:00,345,2,18.16470529476172,South,Cash,48,Phone Order,Sunday,36.32941058952344,345,345,307,6
2023-01-15 09:00:00,346,2,5.624852275740237,East,Cash,41,Phone Order,Sunday,11.249704551480471,346,346,308,13
2023-01-15 10:00:00,347,2,10.964713693880542,East,Cash,21,Online Order,Sunday,21.929427387761084,347,347,309,14
2023-01-15 11:00:00,348,5,16.434635480329078,West,Cash,17,Online Order,Sunday,82.17317740164539,348,348,310,9
2023-01-15 12:00:00,349,4,11.823783342613806,West,Credit Card,47,Phone Order,Sunday,47.295133370455225,349,349,311,2
2023-01-15 13:00:00,350,4,9.00878944690393,South,Credit Card,16,Phone Order,Sunday,36.03515778761572,350,350,312,8
2023-01-15 14:00:00,351,3,8.29708023234785,North,Online,56,In Store,Sunday,24.89124069704355,351,351,313,18
2023-01-15 15:00:00,352,2,6.972774003745669,South,Cash,30,In Store,Sunday,13.945548007491338,352,352,314,9
2023-01-15 16:00:00,353,5,17.856943397844233,East,Online,39,Online Order,Sunday,89.28471698922117,353,353,315,10
2023-01-15 17:00:00,354,5,13.63033104877334,West,Credit Card,29,Online Order,Sunday,68.1516552438667,354,354,316,4
2023-01-15 18:00:00,355,4,6.14577417487184,South,Credit Card,38,Phone Order,Sunday,24.58309669948736,355,355,317,5
2023-01-15 19:00:00,356,2,10.738704853559533,South,Credit Card,29,Online Order,Sunday,21.477409707119065,356,356,318,16
2023-01-15 20:00:00,357,3,10.516004762076648,West,Cash,45,In Store,Sunday,31.548014286229943,357,357,319,9
2023-01-15 21:00:00,358,2,7.726087860641945,West,Cash,28,Phone Order,Sunday,15.45217572128389,358,358,7,4
2023-01-15 22:00:00,359,1,11.53261438208286,West,Credit Card,28,In Store,Sunday,11.53261438208286,359,359,9,4
2023-01-15 23:00:00,360,2,9.981490480897047,East,Online,20,Phone Order,Sunday,19.96298096179409,360,360,320,14
2023-01-16 00:00:00,361,1,10.127055582382738,West,Online,28,Phone Order,Monday,10.127055582382738,361,361,321,9
2023-01-16 01:00:00,362,1,16.08539836681938,North,Credit Card,31,In Store,Monday,16.08539836681938,362,362,322,15
2023-01-16 02:00:00,363,3,8.348950782577944,South,Online,32,Online Order,Monday,25.046852347733832,363,363,323,2
2023-01-16 03:00:00,364,4,14.62789938283033,West,Credit Card,34,Online Order,Monday,58.51159753132132,364,364,324,6
2023-01-16 04:00:00,365,2,13.559744358214022,West,Online,31,Online Order,Monday,27.119488716428044,365,365,325,13
2023-01-16 05:00:00,366,1,13.52138768506801,East,Credit Card,30,Online Order,Monday,13.52138768506801,366,366,326,10
2023-01-16 06:00:00,367,2,14.94511019212664,East,Online,54,In Store,Monday,29.89022038425328,367,367,327,6
2023-01-16 07:00:00,368,4,13.225730542934809,South,Cash,53,Phone Order,Monday,52.90292217173924,368,368,328,15
2023-01-16 08:00:00,369,4,18.18882672269577,North,Credit Card,46,In Store,Monday,72.75530689078307,369,369,329,5
2023-01-16 09:00:00,370,5,15.133701379253898,South,Credit Card,58,Online Order,Monday,75.66850689626949,370,370,330,17
2023-01-16 10:00:00,371,4,13.204448770570822,West,Online,23,Online Order,Monday,52.81779508228329,371,371,331,5
2023-01-16 11:00:00,372,3,17.446446804314675,North,Credit Card,41,In Store,Monday,52.339340412944026,372,372,332,14
2023-01-16 12:00:00,373,1,14.092198474002195,North,Credit Card,47,Phone Order,Monday,14.092198474002195,373,373,333,17
2023-01-16 13:00:00,374,5,9.367163716777686,North,Credit Card,24,In Store,Monday,46.835818583888425,374,374,334,11
2023-01-16 14:00:00,375,3,8.106423772648569,North,Cash,31,In Store,Monday,24.319271317945702,375,375,335,9
2023-01-16 15:00:00,376,2,7.284916784940182,South,Cash,50,In Store,Monday,14.569833569880364,376,376,336,15
2023-01-16 16:00:00,377,1,18.491828188191526,East,Online,31,Phone Order,Monday,18.491828188191526,377,377,337,15
2023-01-16 17:00:00,378,4,15.652031476970988,East,Cash,32,In Store,Monday,62.60812590788395,378,378,338,11
2023-01-16 18:00:00,379,1,19.06067657246481,West,Online,37,In Store,Monday,19.06067657246481,379,379,339,3
2023-01-16 19:00:00,380,2,14.049377085724146,East,Cash,48,Online Order,Monday,28.09875417144829,380,380,340,17
2023-01-16 20:00:00,381,5,12.101013222423688,East,Online,22,In Store,Monday,60.50506611211844,381,381,341,18
2023-01-16 21:00:00,382,5,5.89574733456334,East,Cash,27,Online Order,Monday,29.478736672816694,382,382,342,10
2023-01-16 22:00:00,383,5,15.074634223190449,East,Cash,37,Online Order,Monday,75.37317111595223,383,383,343,10
2023-01-16 23:00:00,384,4,13.733131396523468,West,Online,34,Online Order,Monday,54.93252558609387,384,384,9,5
2023-01-17 00:00:00,385,3,19.85313340381432,South,Credit Card,36,Phone Order,Tuesday,59.55940021144296,385,385,344,1
2023-01-17 01:00:00,386,3,8.587381666733645,North,Credit Card,37,Online Order,Tuesday,25.76214500020093,386,386,345,13
2023-01-17 02:00:00,387,1,12.961060329302535,East,Cash,55,In Store,Tuesday,12.961060329302535,387,387,346,7
2023-01-17 03:00:00,388,4,14.76436002677109,South,Online,49,In Store,Tuesday,59.05744010708436,388,388,347,12
2023-01-17 04:00:00,389,5,14.668867621135156,East,Credit Card,17,Online Order,Tuesday,73.34433810567577,389,389,348,13
2023-01-17 05:00:00,390,5,13.419403144226042,East,Online,48,Online Order,Tuesday,67.0970157211302,390,390,349,14
2023-01-17 06:00:00,391,2,16.653920154908384,North,Credit Card,47,In Store,Tuesday,33.30784030981677,391,391,350,8
2023-01-17 07:00:00,392,2,8.074718142902245,North,Online,31,Online Order,Tuesday,16.14943628580449,392,392,3,15
2023-01-17 08:00:00,393,5,15.88440800411624,North,Cash,59,Phone Order,Tuesday,79.42204002058119,393,393,351,11
2023-01-17 09:00:00,394,5,14.296018571496338,East,Online,33,Online Order,Tuesday,71.4800928574817,394,394,352,16
2023-01-17 10:00:00,395,4,18.4411266769186,East,Credit Card,44,Phone Order,Tuesday,73.7645067076744,395,395,353,8
2023-01-17 11:00:00,396,3,17.707916585503725,East,Cash,37,Phone Order,Tuesday,53.12374975651117,396,396,354,9
2023-01-17 12:00:00,397,2,9.7272055869883,North,Online,29,Phone Order,Tuesday,19.4544111739766,397,397,355,13
2023-01-17 13:00:00,398,3,9.143559874627297,West,Credit Card,28,Online Order,Tuesday,27.43067962388189,398,398,356,3
2023-01-17 14:00:00,399,4,19.72479985778672,South,Cash,16,Phone Order,Tuesday,78.89919943114687,399,399,357,1
2023-01-17 15:00:00,400,5,12.908977713728849,West,Online,53,Phone Order,Tuesday,64.54488856864424,400,400,358,8
2023-01-17 16:00:00,401,3,18.596314458716552,East,Credit Card,32,Online Order,Tuesday,55.78894337614966,401,401,359,18
2023-01-17 17:00:00,402,5,7.458215356707233,East,Online,20,Phone Order,Tuesday,37.29107678353616,402,402,360,1
2023-01-17 18:00:00,403,5,14.642283722002617,West,Online,46,Online Order,Tuesday,73.21141861001307,403,403,9,4
2023-01-17 19:00:00,404,1,17.147902810408794,East,Cash,35,In Store,Tuesday,17.147902810408794,404,404,361,4
2023-01-17 20:00:00,405,3,19.210928743796703,South,Cash,54,Phone Order,Tuesday,57.632786231390114,405,405,362,9
2023-01-17 21:00:00,406,3,10.060102115255352,East,Credit Card,42,Online Order,Tuesday,30.180306345766056,406,406,363,17
2023-01-17 22:00:00,407,5,15.874717548860788,South,Cash,41,In Store,Tuesday,79.37358774430393,407,407,364,12
2023-01-17 23:00:00,408,4,13.082195135594286,West,Credit Card,16,Phone Order,Tuesday,52.328780542377146,408,408,365,17
2023-01-18 00:00:00,409,1,5.909433890997023,West,Online,47,Phone Order,Wednesday,5.909433890997023,409,409,366,17
2023-01-18 01:00:00,410,5,15.349996059634153,East,Online,30,Online Order,Wednesday,76.74998029817075,410,410,7,18
2023-01-18 02:00:00,411,2,15.351448373567653,South,Credit Card,53,In Store,Wednesday,30.702896747135306,411,411,367,8
2023-01-18 03:00:00,412,2,18.95910207269805,East,Online,36,Online Order,Wednesday,37.91820414539611,412,412,7,18
2023-01-18 04:00:00,413,1,12.459686692534586,North,Cash,57,Phone Order,Wednesday,12.459686692534586,413,413,368,14
2023-01-18 05:00:00,414,4,8.453763810657719,North,Online,27,Phone Order,Wednesday,33.81505524263088,414,414,369,4
2023-01-18 06:00:00,415,5,5.668457351730187,North,Cash,16,Phone Order,Wednesday,28.342286758650932,415,415,370,16
2023-01-18 07:00:00,416,3,11.234632800288583,North,Credit Card,28,Phone Order,Wednesday,33.703898400865754,416,416,7,14
2023-01-18 08:00:00,417,1,9.528750501162529,East,Credit Card,52,In Store,Wednesday,9.528750501162529,417,417,371,16
2023-01-18 09:00:00,418,4,16.416324590358133,North,Online,55,In Store,Wednesday,65.66529836143253,418,418,372,17
2023-01-18 10:00:00,419,3,10.314016472615698,South,Online,42,Online Order,Wednesday,30.94204941784709,419,419,373,10
2023-01-18 11:00:00,420,2,19.23606794472266,West,Cash,21,Online Order,Wednesday,38.47213588944532,420,420,374,3
2023-01-18 12:00:00,421,2,19.434653044816763,West,Cash,32,Online Order,Wednesday,38.869306089633525,421,421,375,5
2023-01-18 13:00:00,422,3,14.31362885326562,North,Online,55,Phone Order,Wednesday,42.94088655979687,422,422,376,18
2023-01-18 14:00:00,423,1,18.929904305223243,North,Online,50,Online Order,Wednesday,18.929904305223243,423,423,377,12
2023-01-18 15:00:00,424,2,16.412815167717433,North,Credit Card,55,In Store,Wednesday,32.825630335434866,424,424,378,2
2023-01-18 16:00:00,425,5,13.202894614626892,East,Credit Card,50,Online Order,Wednesday,66.01447307313447,425,425,379,18
2023-01-18 17:00:00,426,3,7.704619031341672,West,Credit Card,58,Online Order,Wednesday,23.11385709402501,426,426,380,10
2023-01-18 18:00:00,427,3,11.8789691527076,North,Online,18,In Store,Wednesday,35.636907458122806,427,427,381,5
2023-01-18 19:00:00,428,2,13.413116950439264,South,Online,44,In Store,Wednesday,26.826233900878528,428,428,382,16
2023-01-18 20:00:00,429,1,17.959423711025153,North,Online,38,Phone Order,Wednesday,17.959423711025153,429,429,7,8
2023-01-18 21:00:00,430,5,12.220000648034972,West,Credit Card,34,In Store,Wednesday,61.10000324017486,430,430,383,9
2023-01-18 22:00:00,431,1,18.46512009016935,North,Online,45,In Store,Wednesday,18.46512009016935,431,431,7,10
2023-01-18 23:00:00,432,4,15.115234685352034,West,Cash,38,Online Order,Wednesday,60.460938741408135,432,432,384,5
2023-01-19 00:00:00,433,4,7.05498594580507,North,Online,21,In Store,Thursday,28.21994378322028,433,433,9,10
2023-01-19 01:00:00,434,2,19.9247205398764,South,Online,40,Phone Order,Thursday,39.84944107975279,434,434,385,1
2023-01-19 02:00:00,435,2,12.908489911308688,North,Online,27,Online Order,Thursday,25.816979822617377,435,435,386,9
2023-01-19 03:00:00,436,2,10.877874446136182,South,Online,22,Phone Order,Thursday,21.755748892272365,436,436,387,18
2023-01-19 04:00:00,437,4,14.886706467042895,South,Online,19,In Store,Thursday,59.54682586817159,437,437,388,18
2023-01-19 05:00:00,438,1,6.633399709715587,North,Cash,58,Phone Order,Thursday,6.633399709715587,438,438,389,18
2023-01-19 06:00:00,439,1,14.548079701300315,South,Cash,27,Phone Order,Thursday,14.548079701300315,439,439,390,9
2023-01-19 07:00:00,440,2,12.473540007489095,East,Online,43,In Store,Thursday,24.94708001497819,440,440,391,8
2023-01-19 08:00:00,441,5,11.100111049978748,North,Credit Card,34,In Store,Thursday,55.500555249893736,441,441,392,6
2023-01-19 09:00:00,442,1,19.295300317683488,North,Online,28,Online Order,Thursday,19.295300317683488,442,442,393,4
2023-01-19 10:00:00,443,4,12.838095750980798,South,Online,46,Online Order,Thursday,51.3523830039232,443,443,7,11
2023-01-19 11:00:00,444,3,8.286762192049077,South,Online,41,Online Order,Thursday,24.86028657614723,444,444,394,12
2023-01-19 12:00:00,445,3,11.88445219065948,North,Credit Card,39,In Store,Thursday,35.65335657197844,445,445,395,8
2023-01-19 13:00:00,446,3,18.790811068590088,East,Credit Card,18,Phone Order,Thursday,56.37243320577026,446,446,396,12
2023-01-19 14:00:00,447,5,7.64143206995892,South,Credit Card,35,Phone Order,Thursday,38.207160349794606,447,447,397,18
2023-01-19 15:00:00,448,2,8.209355580323553,South,Cash,32,Online Order,Thursday,16.418711160647106,448,448,9,10
2023-01-19 16:00:00,449,4,5.1954435163562565,West,Credit Card,53,Online Order,Thursday,20.781774065425022,449,449,398,5
2023-01-19 17:00:00,450,5,5.212850740936508,East,Cash,29,In Store,Thursday,26.064253704682542,450,450,399,16
2023-01-19 18:00:00,451,4,17.440874404377688,East,Cash,52,Phone Order,Thursday,69.76349761751075,451,451,400,12
2023-01-19 19:00:00,452,4,15.981839102644336,North,Credit Card,38,Online Order,Thursday,63.92735641057735,452,452,401,13
2023-01-19 20:00:00,453,2,10.325615846779376,East,Credit Card,22,In Store,Thursday,20.65123169355875,453,453,402,16
2023-01-19 21:00:00,454,3,15.47466735841359,North,Credit Card,42,Online Order,Thursday,46.42400207524077,454,454,403,6
2023-01-19 22:00:00,455,2,10.928088894649552,West,Cash,35,In Store,Thursday,21.856177789299107,455,455,404,15
2023-01-19 23:00:00,456,5,19.29345193996741,East,Online,30,Phone Order,Thursday,96.46725969983706,456,456,405,1
2023-01-20 00:00:00,457,5,19.505790221390523,South,Credit Card,30,In Store,Friday,97.52895110695262,457,457,406,17
2023-01-20 01:00:00,458,5,10.891906637140153,West,Credit Card,49,Online Order,Friday,54.45953318570076,458,458,407,3
2023-01-20 02:00:00,459,2,17.81332859511302,North,Credit Card,31,Online Order,Friday,35.62665719022604,459,459,408,17
2023-01-20 03:00:00,460,4,16.596335625461993,West,Cash,23,Phone Order,Friday,66.38534250184797,460,460,409,11
2023-01-20 04:00:00,461,4,9.64999905757684,North,Cash,49,Phone Order,Friday,38.59999623030736,461,461,410,16
2023-01-20 05:00:00,462,1,8.48059743351659,West,Online,43,Online Order,Friday,8.48059743351659,462,462,7,6
2023-01-20 06:00:00,463,5,11.873519755892508,North,Credit Card,53,Online Order,Friday,59.36759877946254,463,463,411,14
2023-01-20 07:00:00,464,4,16.720232609216094,East,Cash,32,Online Order,Friday,66.88093043686438,464,464,412,15
2023-01-20 08:00:00,465,1,19.40251677093118,South,Online,26,Phone Order,Friday,19.40251677093118,465,465,413,15
2023-01-20 09:00:00,466,4,16.45368603299859,North,Credit Card,33,Online Order,Friday,65.81474413199436,466,466,414,13
2023-01-20 10:00:00,467,5,17.82810477527555,West,Cash,36,Phone Order,Friday,89.14052387637774,467,467,415,3
